"wikidataId","fullName","birthDate","birthPlace","deathDate","deathPlace","height","weight","positions"
"Q28690372","Takayuki Yasuoka","1987-07-04","Kyoto Prefecture",NA,"Kyoto Prefecture",176,100,"Hooker"
"Q28690383","Dai Kasagi","1987-09-19","Osaka Prefecture",NA,"Osaka Prefecture",181,78,"Scrum-Half"
"Q28690410","Ken Tsukagoshi","1977-09-12","Saitama Prefecture",NA,"Saitama Prefecture",178,98,"Hooker"
"Q28690437","Kento Yoda","1985-03-13","Tokyo",NA,"Tokyo",183,100,"Number 8; Flanker"
"Q28690441","Keita Sekimoto","1993-06-08","Japan; Tokyo",NA,"Japan; Tokyo",174,90,"Winger"
"Q28690482","Ryōta Fujii","1984-12-02","Fukuoka Prefecture",NA,"Fukuoka Prefecture",166,77,"Fly-Half"
"Q28690491","Yosuke Kasagi","1985-01-23","Osaka Prefecture",NA,"Osaka Prefecture",172,74,"Scrum-Half"
"Q28690510","Teppei Yagi","1981-08-26","Tokyo",NA,"Tokyo",180,94,"Prop"
"Q28690534","Kōji Misumi","1983-07-03","Fukuoka Prefecture",NA,"Fukuoka Prefecture",171,86,"Fly-Half; Centre"
"Q28690566","Hiroaki Tainaka","1984-03-27","Fukuoka Prefecture",NA,"Fukuoka Prefecture",186,92,"Winger; Fullback"
"Q28690584","Takeshi Nozawa","1979-04-24","Tokyo; Shinjuku",NA,"Tokyo; Shinjuku",170,100,"Flanker"
"Q28690605","Daisuke Tachikawa","1981-03-30","Kumamoto Prefecture",NA,"Kumamoto Prefecture",185,113,"Prop"
"Q28690620","Keiji Takei","1980-06-01","Kanagawa Prefecture",NA,"Kanagawa Prefecture",174,80,"Fly-Half; Winger; Fullback"
"Q28690648","Leon Ellison","1989-06-06","New Zealand",NA,"New Zealand",182,88,"Centre"
"Q28690674","Atsushi Iwakami","1981-02-12","Tochigi Prefecture",NA,"Tochigi Prefecture",178,94,"Flanker"
"Q28690686","Yoshifumi Sugimoto","1984-06-24","Osaka Prefecture",NA,"Osaka Prefecture",171,98,"Hooker"
"Q28690701","Keisuke Arita","1985-01-06","Fukuoka Prefecture",NA,"Fukuoka Prefecture",175,85,"Winger; Centre"
"Q28690756","Ryūji Oda","1985-06-12","Fukuoka Prefecture",NA,"Fukuoka Prefecture",180,84,"Centre; Fullback"
"Q28690801","Yūsuke Kajimura","1995-09-13","Japan; Hyōgo Prefecture; Itami",NA,"Japan; Hyōgo Prefecture; Itami",180,95,"Centre"
"Q28690829","Itsuki Watanabe","1989-01-06","Hyōgo Prefecture",NA,"Hyōgo Prefecture",180,99,"Hooker"
"Q28690857","Yūta Takahashi","1988-11-03","Saitama Prefecture; Niiza; Saitama",NA,"Saitama Prefecture; Niiza; Saitama",172,105,"Prop"
"Q28690866","Nobuji Saito","1979-06-01","Osaka Prefecture",NA,"Osaka Prefecture",185,115,"Prop"
"Q28690892","Shigenori Someyama","1990-09-05","Japan; Fukuoka Prefecture",NA,"Japan; Fukuoka Prefecture",171,73,"Fly-Half"
"Q28690915","Ryūji Koga","1977-07-24","Saga Prefecture",NA,"Saga Prefecture",NA,NA,"Fullback"
"Q28690924","Yu Kanto","1979-03-06","Nagasaki Prefecture",NA,"Nagasaki Prefecture",179,91,"Number 8; Flanker"
"Q28690933","Takayuki Kitagawa","1981-12-13","Kyoto Prefecture",NA,"Kyoto Prefecture",175,105,"Prop; Hooker"
"Q28690967","Shinsuke Yoshida","1985-04-20","Japan; Nagasaki Prefecture",NA,"Japan; Nagasaki Prefecture",174,100,"Hooker"
"Q28690968","Kōsuke Moriya","1986-05-08","Aichi Prefecture",NA,"Aichi Prefecture",186,95,"Winger"
"Q28690997","Kento Matsui","1991-10-02","Osaka Prefecture",NA,"Osaka Prefecture",178,84,"Winger"
"Q28691067","Takayuki Masada","1982-07-29","Kyoto Prefecture",NA,"Kyoto Prefecture",176,76,"Fullback"
"Q28691075","Eiji Yamamoto","1979-09-20","Fukuoka Prefecture",NA,"Fukuoka Prefecture",184,98,"Number 8"
"Q28691100","Tsutomu Kawaguchi","1982-02-05","Osaka Prefecture",NA,"Osaka Prefecture",175,96,"Hooker"
"Q28691110","Yasuhiko Iwama","1977-08-26","Kanagawa Prefecture",NA,"Kanagawa Prefecture",183,113,"Prop; Hooker"
"Q28691115","Takeshi Yamamoto","1978-05-19","Shiga Prefecture",NA,"Shiga Prefecture",178,78,"Centre"
"Q28691170","Keiju Tsuruta","1996-02-28","Yamanashi Prefecture",NA,"Yamanashi Prefecture",172,79,"Winger"
"Q28691176","Kōsuke Naka","1997-05-06","Japan; Nara Prefecture",NA,"Japan; Nara Prefecture",177,77,"Winger"
"Q28691188","Yoshitaka Nakayama","1982-08-06","Fukuoka Prefecture",NA,"Fukuoka Prefecture",184,106,"Flanker"
"Q28691232","Yūki Kawano","1984-11-07","Fukuoka Prefecture",NA,"Fukuoka Prefecture",183,113,"Prop"
"Q28691284","Tomohiro Kurata","1993-10-16","Japan; Hyōgo Prefecture",NA,"Japan; Hyōgo Prefecture",180,83,"Winger"
"Q28691291","Yoshihiko Kakuhama","1979-12-05","Kyoto Prefecture",NA,"Kyoto Prefecture",193,102,"Winger"
"Q28691312","Hiroyuki Ōtsuka","1978-08-20","Chiba Prefecture",NA,"Chiba Prefecture",181,100,"Hooker"
"Q28691342","Tsubasa Haruguchi","1979-12-18","Kanagawa Prefecture",NA,"Kanagawa Prefecture",NA,NA,"Scrum-Half"
"Q28691372","Kenyu Fujimoto","1990-06-01","Tokyo",NA,"Tokyo",182,94,"Winger; Fullback"
"Q28691395","Kenji Oka","1982-11-26","Tokyo",NA,"Tokyo",165,70,"Scrum-Half"
"Q28691409","Patrick Stehlin","1992-12-15","Samoa",NA,"Samoa",175,95,"Fly-Half"
"Q28691474","Junshi Yamakita","1991-09-28","Fukuoka Prefecture",NA,"Fukuoka Prefecture",178,85,"Centre"
"Q28691489","Hirotomo Kobori","1981-04-17","Tokyo",NA,"Tokyo",180,91,"Winger"
"Q28691520","Tomoo Yasuda","1978-08-16","Nara Prefecture",NA,"Nara Prefecture",188,110,"Lock"
"Q28691521","Takayuki Kunitake","1981-07-09","Mie Prefecture; Suzuka; Mie",NA,"Mie Prefecture; Suzuka; Mie",180,115,"Prop"
"Q28691533","Daisuke Motegi","1986-02-16","Japan; Saitama Prefecture",NA,"Japan; Saitama Prefecture",173,82,"Fly-Half"
"Q28691560","Gen Kakurai","1985-11-16","Kanagawa Prefecture",NA,"Kanagawa Prefecture",186,97,"Flanker"
"Q28691590","Shunsuke Amamiya","1985-06-26","Yamanashi Prefecture",NA,"Yamanashi Prefecture",192,107,"Lock"
"Q28691591","Motohiro Akagi","1980-06-28","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",168,71,"Winger"
"Q28691609","Shin'ya Ōsugi","1992-09-21","Japan; Fukuoka Prefecture",NA,"Japan; Fukuoka Prefecture",187,97,"Lock"
"Q28691658","Willie Britz","1988-08-31","South Africa; Bloemfontein",NA,"South Africa; Bloemfontein",193,110,"Lock; Number 8; Flanker"
"Q28691698","Hiroaki Ushihara","1993-01-17","Japan; Fukuoka Prefecture",NA,"Japan; Fukuoka Prefecture",173,103,"Hooker"
"Q28691702","Kim Yong-hwi","1993-03-29","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",175,85,"Centre"
"Q28691706","Naoki Hayakawa","1992-04-03","Niigata Prefecture",NA,"Niigata Prefecture",186,88,"Winger"
"Q28691800","Taku Wada","1988-11-19","Kanagawa Prefecture; Ebina; Kanagawa",NA,"Kanagawa Prefecture; Ebina; Kanagawa",175,84,"Winger; Fullback"
"Q28691832","Junichi Nagao","1985-11-08","Aichi Prefecture",NA,"Aichi Prefecture",178,108,"Prop"
"Q28691836","Yoshihiro Matsui","1977-12-26","Osaka Prefecture",NA,"Osaka Prefecture",182,95,"Flanker"
"Q28691871","Hisayoshi Matsuoka","1992-09-01","Japan; Hyōgo Prefecture",NA,"Japan; Hyōgo Prefecture",183,87,"Winger"
"Q28691874","Kazuhiko Gotō","1979-02-26","Aichi Prefecture",NA,"Aichi Prefecture",172,72,"Scrum-Half"
"Q28691954","Yoshinobu Arai","1988-04-07","Osaka Prefecture; Osaka",NA,"Osaka Prefecture; Osaka",175,95,"Flanker"
"Q28691994","Masatoshi Mukōyama","1975-05-20","Kumamoto Prefecture",NA,"Kumamoto Prefecture",182,90,"Centre"
"Q28692048","Kentaro Nagasaki","1991-08-06","Osaka Prefecture; Matsubara",NA,"Osaka Prefecture; Matsubara",174,99,"Hooker"
"Q28692049","Yūki Ōnishi","1992-01-22","Nara Prefecture; Kashihara; Nara",NA,"Nara Prefecture; Kashihara; Nara",182,115,"Prop"
"Q28692175","Kazuya Koizumi","1973-06-09","Yamanashi Prefecture; Kōshū; Yamanashi",NA,"Yamanashi Prefecture; Kōshū; Yamanashi",185,95,"Lock"
"Q28692181","Manabu Suzuki","1983-02-08","Japan; Akita Prefecture",NA,"Japan; Akita Prefecture",200,108,"Lock"
"Q28692194","Tomoaki Nakai","1981-09-18","Kumamoto Prefecture",NA,"Kumamoto Prefecture",186,98,"Flanker"
"Q28692229","Takuo Kawasaki","1977-06-12","Fukuoka Prefecture",NA,"Fukuoka Prefecture",185,90,"Number 8"
"Q28692231","Taiichi Yoshioka","1978-03-26","Miyazaki Prefecture",NA,"Miyazaki Prefecture",177,93,"Centre"
"Q28692252","Shin'ya Miyamura","1976-10-29","Miyazaki Prefecture",NA,"Miyazaki Prefecture",190,105,"Lock"
"Q28692289","Shōjirō Saza","1978-08-25","Fukuoka Prefecture",NA,"Fukuoka Prefecture",183,111,"Prop"
"Q28692324","Junji Hiratsuka","1978-04-07","Akita Prefecture",NA,"Akita Prefecture",199,110,"Lock"
"Q28692327","Masatoshi Hasako","1980-06-16","Kumamoto Prefecture",NA,"Kumamoto Prefecture",183,101,"Number 8"
"Q28692410","Tsuyoshi Kinoshita","1975-07-05","Osaka Prefecture",NA,"Osaka Prefecture",185,111,"Lock"
"Q28692443","Satoshi Ueda","1989-04-08","Japan; Ishikawa Prefecture; Kanazawa",NA,"Japan; Ishikawa Prefecture; Kanazawa",181,112,"Prop"
"Q28692469","Yōsuke Shishido","1985-05-26","Japan; Shizuoka Prefecture",NA,"Japan; Shizuoka Prefecture",176,104,"Prop"
"Q28692478","Shōhei Yuzawa","1988-08-22","Kanagawa Prefecture; Kawasaki; Kanagawa",NA,"Kanagawa Prefecture; Kawasaki; Kanagawa",186,105,"Lock"
"Q28741342","Ben White","1998-05-27","England; Stoke-on-Trent",NA,"England; Stoke-on-Trent",178,88,"Scrum-Half"
"Q28756386","Kilive Naloli","1975-09-26","Fiji",NA,"Fiji",NA,NA,"Centre"
"Q28810444","Matt Tierney","1996-07-04","Canada; Ontario; Mississauga",NA,"Canada; Ontario; Mississauga",185,134,"Prop"
"Q28811953","Bryce Campbell","1994-09-21","United States; Indiana; Indianapolis",NA,"United States; Indiana; Indianapolis",184,107,"Centre"
"Q28831223","Paulo Nawalu","1958-10-18","Fiji; Lautoka",NA,"Fiji; Lautoka",NA,NA,"Scrum-Half"
"Q28853743","Jacob Stockdale","1996-04-03","Northern Ireland; Lurgan",NA,"Northern Ireland; NA",191,103,"Winger; Centre; Fullback"
"Q28853751","Jordan Uelese","1997-01-24","New Zealand; Wellington",NA,"New Zealand; Wellington",189,122,"Hooker"
"Q28853818","Tyrel Lomax","1996-03-16","Australia; Canberra",NA,"Australia; Canberra",192,127,"Prop"
"Q28911582","Jon Zabala","1996-11-26","Spain; Basque Country (autonomous community); Biscay; Getxo",NA,"Spain; Basque Country (autonomous community); Biscay; Getxo",192,124,"Prop"
"Q28925209","Fonovai Tangimana","1989-10-25","Tonga; Neiafu (Vavaʻu)",NA,"Tonga; Neiafu (Vavaʻu)",188,111,"Winger; Centre"
"Q28939732","Stedman Gans","1997-03-19","South Africa; Eastern Cape",NA,"South Africa; Eastern Cape",180,85,"Winger; Centre"
"Q28943604","Nicolás Freitas","1993-07-03","Uruguay; Montevideo Department; Montevideo",NA,"Uruguay; Montevideo Department; Montevideo",180,90,"Centre"
"Q28973581","Murray Douglas","1989-10-27","Scotland",NA,"Scotland",198,115,"Lock"
"Q28974206","Sione Fakaʻosilea","1987-01-13","Tonga",NA,"Tonga",182,109,"Centre"
"Q28976112","Damian Willemse","1998-05-07","South Africa; Western Cape",NA,"South Africa; Western Cape",183,86,"Fly-Half; Fullback"
"Q29312512","Richie Arnold","1990-07-01","Australia; Wagga Wagga",NA,"Australia; Wagga Wagga",208,127,"Lock"
"Q29472892","Sosefo Sakalia","1991-12-14","Tonga; Nukuʻalofa",NA,"Tonga; Nukuʻalofa",178,96,"Hooker"
"Q29533947","Jake Polledri","1995-11-08","England; Bristol",NA,"England; Bristol",188,106,"Flanker; Number 8"
"Q29561631","Ekeroma Luaiufi","1963-07-08","Samoa",NA,"Samoa",NA,NA,"Lock"
"Q29561634","Sione Latu","1971-02-23","Tonga",NA,"Tonga",NA,NA,"Number 8"
"Q29818455","Esei Ha'angana","1999-04-21","Australia; New South Wales; Sydney",NA,"Australia; New South Wales; Sydney",198,112,"Lock"
"Q29841241","Masaki Fujisaki","1995-01-18","Japan; Osaka Prefecture",NA,"Japan; Osaka Prefecture",175,85,"Winger; Centre"
"Q29868478","Joe Cokanasiga","1997-11-15","Fiji; Suva",NA,"Fiji; Suva",192,112,"Winger"
"Q29892081","Lasha Jaiani","1998-04-21","Georgia (country); Tbilisi",NA,"Georgia (country); Tbilisi",200,122,"Lock"
"Q29895603","Guram Papidze","1997-06-16","Georgia (country); Tbilisi",NA,"Georgia (country); Tbilisi",186,127,"Prop"
"Q29896122","Giorgi Gogoladze","1997-10-27","Tbilisi; Georgia; Georgia (country)",NA,"Tbilisi; Georgia; Georgia (country)",189,100,"Centre"
"Q29914197","Mirian Modebadze","1997-10-27","Georgia (country); Tbilisi",NA,"Georgia (country); Tbilisi",194,95,"Winger; Fullback"
"Q29914201","Guram Gogichashvili","1998-09-04","Georgia (country)",NA,"Georgia (country)",183,118,"Prop"
"Q29982241","Yoshihito Yoshida","1969-02-16","Akita Prefecture; Oga; Akita",NA,"Akita Prefecture; Oga; Akita",NA,NA,"Winger"
"Q30013226","Soso Matiashvili","1993-01-27","Georgia (country); Tbilisi",NA,"Georgia (country); Tbilisi",185,85,"Winger; Centre"
"Q30014591","Giorgi Kveseladze","1997-11-11","Georgia (country); Tbilisi",NA,"Georgia (country); Tbilisi",185,100,"Centre"
"Q30027820","Adam Hastings","1996-10-05","Scotland; Edinburgh",NA,"Scotland; Edinburgh",188,87,"Fly-Half; Fullback"
"Q30122149","Bruce Ferguson","1969-07-25","Fiji; Suva",NA,"Fiji; Suva",NA,NA,"Lock"
"Q30122178","Michael Stolberg","1992-03-27","Australia",NA,"Australia",204,120,"Lock"
"Q30122379","Leon Brown","1996-10-26","Wales; Newport",NA,"Wales; Newport",190,126,"Prop"
"Q30122761","Marcus Smith","1999-02-14","Philippines; Manila",NA,"Philippines; Manila",178,83,"Fly-Half; Fullback"
"Q30140858","Gela Aprasidze","1998-01-14","Georgia (country); Tbilisi",NA,"Georgia (country); Tbilisi",175,70,"Scrum-Half"
"Q30140939","Damian Penaud","1996-09-25","France; Corrèze; Brive-la-Gaillarde",NA,"France; Corrèze; Brive-la-Gaillarde",192,94,"Centre; Winger"
"Q30149653","Atsushi Tsukamoto","1986-12-12","Saitama Prefecture",NA,"Saitama Prefecture",189,102,"Lock"
"Q30223019","Romain Ntamack","1999-05-01","France; Haute-Garonne; Toulouse",NA,"France; Haute-Garonne; Toulouse",186,86,"Fly-Half; Centre"
"Q30234153","Harry McNulty","1993-03-05","Bahrain",NA,"Bahrain",188,95,"Winger; Centre"
"Q30501849","Jordan Conroy","1994-03-10","Republic of Ireland; County Offaly; Tullamore",NA,"Republic of Ireland; County Offaly; Tullamore",183,92,"Winger"
"Q30502098","Nick Timoney","1995-08-01","Republic of Ireland; Dublin",NA,"Republic of Ireland; Dublin",188,114,"Flanker"
"Q30595006","Josh Peters","1995-10-12","England; London; London Borough of Bexley; Sidcup",NA,"England; London; London Borough of Bexley; NA",200,108,"Lock"
"Q30611867","James Ryan","1996-07-24","Republic of Ireland; County Dublin; Black Rock",NA,"Republic of Ireland; County Dublin; NA",202,106,"Lock"
"Q30612327","Harry Williams","1991-10-01","England; London",NA,"England; London",191,126,"Prop"
"Q30726873","Maxime Lucu","1993-01-12","France; Saint-Jean-de-Luz",NA,"France; Saint-Jean-de-Luz",177,79,"Scrum-Half; Fly-Half"
"Q30729256","Anthony Jelonch","1996-07-28","France; Gers; Vic-Fezensac",NA,"France; Gers; Vic-Fezensac",193,105,"Flanker"
"Q30922428","Ken Yoshida","1987-05-03","Gifu Prefecture",NA,"Gifu Prefecture",165,72,"Scrum-Half"
"Q30922429","Ryōta Takagi","1989-11-08","Iwate Prefecture",NA,"Iwate Prefecture",170,78,"Scrum-Half"
"Q30922451","Toshikazu Akiba","1981-12-14","Yamagata Prefecture; Higashimurayama District; Yamagata",NA,"Yamagata Prefecture; Higashimurayama District; Yamagata",180,110,"Prop"
"Q30922460","Naoya Kai","1987-10-14","Miyazaki Prefecture; Nobeoka",NA,"Miyazaki Prefecture; Nobeoka",172,106,"Prop"
"Q30922482","Yūta Yatōgo","1986-03-12","Niigata Prefecture",NA,"Niigata Prefecture",184,100,"Lock; Flanker"
"Q30922483","Masaru Ishigami","1981-06-20","Gifu Prefecture; Gifu",NA,"Gifu Prefecture; Gifu",190,103,"Lock"
"Q30922498","Naoto Sugiura","1986-11-21","Kanagawa Prefecture; Odawara",NA,"Kanagawa Prefecture; Odawara",186,75,"Lock"
"Q30922524","Takuya Nakajima","1988-10-09","Japan; Saitama Prefecture",NA,"Japan; Saitama Prefecture",174,89,"Centre"
"Q30922555","Wataru Nishimura","1986-11-25","Nara Prefecture; Gose; Nara",NA,"Nara Prefecture; Gose; Nara",174,75,"Scrum-Half"
"Q30922566","Haruki Satō","1986-05-21","Kanagawa Prefecture; Yokohama",NA,"Kanagawa Prefecture; Yokohama",184,98,"Winger; Centre; Fullback"
"Q30922573","Rahboni Warren-Vosayaco","1995-09-28","Australia; New South Wales; Sydney",NA,"Australia; New South Wales; Sydney",190,104,"Number 8; Flanker"
"Q30922597","Yuya Odo","1990-03-09","Japan; Saitama Prefecture",NA,"Japan; Saitama Prefecture",187,104,"Lock; Flanker"
"Q30922598","Tenyu Aono","1991-09-12","Osaka Prefecture; Osaka",NA,"Osaka Prefecture; Osaka",190,97,"Lock"
"Q30922636","Keisuke Yagishita","1984-05-09","Tokyo; Bunkyō",NA,"Tokyo; Bunkyō",185,105,"Lock; Flanker"
"Q30922664","Taiki Koyama","1994-10-31","Japan; Hokkaido",NA,"Japan; Hokkaido",171,71,"Scrum-Half"
"Q30922665","Tomohito Miyakawa","1994-09-06","Japan; Akita Prefecture",NA,"Japan; Akita Prefecture",191,105,"Flanker"
"Q30922682","Takeshi Ōhigashi","1974-10-05","Hokkaido",NA,"Hokkaido",178,88,"Flanker"
"Q30922726","Ken Hidaka","1981-06-25","Tokyo",NA,"Tokyo",182,92,"Number 8"
"Q30922731","Masatoshi Mukawa","1979-07-11","Yamanashi Prefecture",NA,"Yamanashi Prefecture",173,80,"Fly-Half; Centre"
"Q30922750","Toshiki Sakurai","1980-02-27","Gunma Prefecture",NA,"Gunma Prefecture",185,115,"Prop"
"Q30922782","Sōtarō Ōkawa","1991-10-25","Japan; Kumamoto Prefecture; Kumamoto",NA,"Japan; Kumamoto Prefecture; Kumamoto",181,107,"Prop"
"Q30922823","Yūsuke Matsumoto","1987-07-01","Nara Prefecture",NA,"Nara Prefecture",187,110,"Prop"
"Q30922828","Takehiro Fujiwara","1990-01-31","Osaka Prefecture; Osaka",NA,"Osaka Prefecture; Osaka",172,105,"Prop"
"Q30922831","Akiyoshi Kawaguchi","1987-12-22","Osaka Prefecture",NA,"Osaka Prefecture",179,93,"Flanker"
"Q30922847","Fumihiro Yoshizawa","1991-10-24","Japan; Nagano Prefecture",NA,"Japan; Nagano Prefecture",172,76,"Scrum-Half"
"Q30922848","Kazuhiro Koike","1992-06-10","Japan; Gunma Prefecture; Maebashi",NA,"Japan; Gunma Prefecture; Maebashi",172,93,"Hooker"
"Q30922875","Ryōma Kudō","1989-09-30","Kumamoto Prefecture",NA,"Kumamoto Prefecture",172,77,"Fly-Half; Centre; Fullback"
"Q30922899","Hiromi Endo","1984-02-07","Aomori Prefecture",NA,"Aomori Prefecture",173,83,"Centre; Fullback"
"Q30922931","Katsunori Imoto","1986-08-25","Miyazaki Prefecture",NA,"Miyazaki Prefecture",174,84,"Centre"
"Q30922943","Shohei Fukumoto","1992-06-12","Osaka Prefecture; Osaka",NA,"Osaka Prefecture; Osaka",181,93,"Flanker"
"Q30922955","Keisuke Matsumoto","1991-06-06","Japan; Nara Prefecture; Tenri; Nara",NA,"Japan; Nara Prefecture; Tenri; Nara",180,86,"Winger; Centre"
"Q30922991","Genki Hasegawa","1988-01-05","Kyoto Prefecture; Kyoto",NA,"Kyoto Prefecture; Kyoto",178,85,"Winger"
"Q30922994","Fumiya Yamafuji","1984-12-13","Hiroshima Prefecture",NA,"Hiroshima Prefecture",180,80,"Centre"
"Q30923029","Kazuki Kohama","1987-07-24","Ibaraki Prefecture; Moriya; Ibaraki",NA,"Ibaraki Prefecture; Moriya; Ibaraki",183,85,"Centre"
"Q30923069","Akihiro Shioyama","1988-11-18","Fukuoka Prefecture",NA,"Fukuoka Prefecture",175,80,"Centre"
"Q30923074","Takuya Takahira","1990-10-17","Osaka Prefecture; Osaka",NA,"Osaka Prefecture; Osaka",177,85,"Fullback"
"Q30923088","Yōto Ioki","1992-12-20","Japan; Kyoto Prefecture",NA,"Japan; Kyoto Prefecture",181,125,"Prop"
"Q30923136","Yūki Uchida","1991-07-23","Aichi Prefecture",NA,"Aichi Prefecture",178,115,"Prop"
"Q30923137","Kazuto Satō","1988-08-12","Tokyo",NA,"Tokyo",178,100,"Prop"
"Q30923153","Daiki Masuda","1990-06-07","Osaka Prefecture",NA,"Osaka Prefecture",176,93,"Winger; Centre"
"Q30923183","Takuro Yoneya","1990-12-12","Chiba Prefecture",NA,"Chiba Prefecture",180,140,"Prop"
"Q30923245","Shin Kawamura","1987-08-06","Japan; Tokyo",NA,"Japan; Tokyo",172,102,"Hooker"
"Q30923258","Ryoya Sakai","1985-04-17","Ishikawa Prefecture",NA,"Ishikawa Prefecture",187,98,"Flanker"
"Q30923290","Tsukuru Nishida","1983-04-17","Fukuoka Prefecture",NA,"Fukuoka Prefecture",169,77,"Scrum-Half"
"Q30923369","Hikaru Kuzure","1991-09-09","Aomori Prefecture",NA,"Aomori Prefecture",180,113,"Hooker"
"Q30923410","Taiki Koga","1989-04-06","Tokyo; Meguro",NA,"Tokyo; Meguro",178,108,"Prop"
"Q30923411","Tsutomu Sakuraya","1984-06-16","Kyoto Prefecture",NA,"Kyoto Prefecture",181,91,"Centre"
"Q30923436","Yuki Aoki","1992-02-23","Japan; Chiba Prefecture; Kashiwa",NA,"Japan; Chiba Prefecture; Kashiwa",188,105,"Lock; Flanker"
"Q30923487","Yūta Chiba","1992-12-21","Japan; Miyagi Prefecture; Shiogama",NA,"Japan; Miyagi Prefecture; Shiogama",182,108,"Number 8"
"Q30923540","Takuya Inoue","1991-07-26","Tokyo; Nerima",NA,"Tokyo; Nerima",164,74,"Scrum-Half"
"Q30923545","Ryoma Shirai","1992-10-06","Japan; Osaka Prefecture; Higashiōsaka",NA,"Japan; Osaka Prefecture; Higashiōsaka",172,82,"Fly-Half; Centre; Fullback"
"Q30923654","Yūya Tensaka","1989-12-01","Niigata Prefecture; Shibata; Niigata",NA,"Niigata Prefecture; Shibata; Niigata",173,82,"Winger"
"Q30923665","Gintarō Takahashi","1984-02-03","Niigata Prefecture",NA,"Niigata Prefecture",174,82,"Fly-Half; Centre; Fullback"
"Q30923696","Hidetaka Shibahara","1982-08-28","Shizuoka Prefecture",NA,"Shizuoka Prefecture",175,81,"Winger"
"Q30923704","Kenta Tanaka","1988-03-18","Tokyo; Adachi",NA,"Tokyo; Adachi",175,92,"Centre"
"Q30923725","Ryō Mochizuki","1988-05-06","Shizuoka Prefecture; Shizuoka (city)",NA,"Shizuoka Prefecture; Shizuoka (city)",183,87,"Winger; Fullback"
"Q30923773","Ryō Iwamoto","1985-01-20","Saga Prefecture",NA,"Saga Prefecture",180,105,"Prop"
"Q30923823","Yasuo Saruwatari","1990-09-28","Japan; Kumamoto Prefecture",NA,"Japan; Kumamoto Prefecture",182,114,"Prop"
"Q30923836","Tomohiro Tanaka","1991-10-24","Kumamoto Prefecture",NA,"Kumamoto Prefecture",175,115,"Prop"
"Q30923907","Masahiro Hibino","1992-06-20","Japan; Aichi Prefecture",NA,"Japan; Aichi Prefecture",180,115,"Prop"
"Q30923964","Naoto Osajima","1991-05-23","Kumamoto Prefecture",NA,"Kumamoto Prefecture",187,95,"Lock"
"Q30923967","Shun Sekiya","1991-05-18","Fukuoka Prefecture",NA,"Fukuoka Prefecture",189,102,"Lock"
"Q30924022","Taiji Machino","1992-09-17","Japan; Kumamoto Prefecture",NA,"Japan; Kumamoto Prefecture",178,100,"Lock"
