"","wikidataId","fullName","type","inceptionDate","altNames","terminationDate","affiliations","countries","competitions","tier","homeVenueNames","homeVenueCapacities","locations","AllRugbyIDs","GoogleKnowlIDs","articleEn","articleFr","articleIt","articleEs","articleJa","dbpediaId"
"1716","Q7276177","RC Krems","rugby union team",NA,"Rugby Club Krems",NA,NA,"Austria",NA,NA,NA,NA,"Krems",NA,NA,"RC_Krems",NA,NA,NA,NA,"http://dbpedia.org/resource/RC_Krems"
"1717","Q7276184","RC Obolon-University","rugby union team","1984-01-01","Rugby Club Obolon-University",NA,NA,"Ukraine","Ukrainian Rugby Championship",NA,NA,NA,NA,NA,"11c5fzsbzm","RC_Obolon-University",NA,NA,NA,NA,"http://dbpedia.org/resource/RC_Obolon-University"
"1718","Q7276185","RC Olymp","rugby union club","1989-01-01","Rugby Club Olymp",NA,NA,NA,NA,NA,NA,NA,"Kharkiv",NA,NA,"RC_Olymp",NA,NA,NA,NA,"http://dbpedia.org/resource/RC_Olymp"
"1719","Q7276186","RC Odense","rugby union team","1980-01-01","Rugby Club Odense",NA,NA,"Denmark",NA,NA,NA,NA,NA,NA,NA,"RC_Odense",NA,NA,NA,NA,"http://dbpedia.org/resource/RC_Odense"
"1720","Q7276187","RC Polytechnic","rugby union club","1965-01-01","Rugby Club Polytechnic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC_Polytechnic",NA,NA,NA,NA,"http://dbpedia.org/resource/RC_Polytechnic"
"1721","Q7276189","RC Písek","rugby union team","2008-01-01","Vepřová kolena (Pork knee); Rugby Club Písek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC_P%C3%ADsek",NA,NA,NA,NA,"http://dbpedia.org/resource/RC_Písek"
"1722","Q7276190","RC Přelouč","rugby union team","1974-01-01","Rugby Club Přelouč",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC_P%C5%99elou%C4%8D",NA,NA,NA,NA,"http://dbpedia.org/resource/RC_Přelouč"
"1723","Q7276196","RC Rivne","rugby union team","1999-01-01","Rugby Club Rivne",NA,NA,"Ukraine",NA,NA,NA,NA,"Rivne",NA,NA,"RC_Rivne",NA,NA,NA,NA,"http://dbpedia.org/resource/RC_Rivne"
"1724","Q7276197","RC Roland","rugby union team",NA,"Rugby Club Roland",NA,NA,"Ukraine",NA,NA,NA,NA,"Ivano-Frankivsk",NA,NA,"RC_Roland",NA,NA,NA,NA,"http://dbpedia.org/resource/RC_Roland"
"1725","Q7276198","RC Spartak Trnava","rugby union team",NA,"Rugby Club Spartak Trnava",NA,NA,"Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://dbpedia.org/resource/RC_Spartak_Trnava"
"1726","Q7276199","RC Slovan Bratislava","rugby union team","2003-01-01","Rugby Club Slovan Bratislava",NA,NA,"Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://dbpedia.org/resource/RC_Slovan_Bratislava"
"1727","Q7276200","RC Spartan Oradea","rugby union team",NA,"Spartan Oradea; Spartanii (Spartans); Rugby Club Spartan Oradea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC_Spartan_Oradea",NA,NA,NA,NA,"http://dbpedia.org/resource/RC_Spartan_Oradea"
"1728","Q7276203","RC Varna","rugby union team","1964-01-01","Rugby Club Varna",NA,NA,"Bulgaria",NA,NA,NA,NA,NA,NA,NA,"RC_Varna",NA,NA,NA,NA,"http://dbpedia.org/resource/RC_Varna"
"1729","Q7276206","RC Yantra Gabrovo","rugby union team","1973-01-01","Rugby Club Yantra Gabrovo",NA,NA,"Bulgaria",NA,NA,NA,NA,NA,NA,NA,"RC_Yantra_Gabrovo",NA,NA,NA,NA,"http://dbpedia.org/resource/RC_Yantra_Gabrovo"
"1730","Q7276209","RC Vyškov","rugby union team","1952-01-01","Rugby Club Vyškov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC_Vy%C5%A1kov",NA,NA,NA,NA,"http://dbpedia.org/resource/RC_Vyškov"
"1731","Q7276211","RC Zlín","rugby union team","1944-01-01","Rugby Club Zlín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RC_Zl%C3%ADn",NA,NA,NA,NA,"http://dbpedia.org/resource/RC_Zlín"
"1732","Q7276572","RFC Haarlem","rugby union team","1980-01-01","Rugby Football Club Haarlem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RFC_Haarlem",NA,NA,NA,NA,"http://dbpedia.org/resource/RFC_Haarlem"
"1734","Q7276915","RK Nada","rugby union team","1959-02-23","RK Nada Split; Rugby klub Nada",NA,NA,"Croatia",NA,NA,NA,NA,NA,NA,NA,"RK_Nada_Split",NA,"Ragbi_klub_Nada",NA,NA,"http://dbpedia.org/resource/RK_Nada_Split"
"1735","Q7276919","RK Petrovice","rugby union team","1944-01-01","Rugby Klub Petrovice",NA,NA,"Czechia",NA,NA,NA,NA,"Prague",NA,NA,"RK_Petrovice",NA,NA,NA,NA,"http://dbpedia.org/resource/RK_Petrovice"
"1736","Q7276924","RK Sisak","rugby union team","1970-01-01","Ragbi klub Sisak",NA,NA,"Croatia",NA,NA,NA,NA,NA,NA,NA,"RK_Sisak",NA,NA,NA,NA,"http://dbpedia.org/resource/RK_Sisak"
"1737","Q7276932","RK Zagreb","rugby union team","1964-01-01","RK Zagreb (rugby union); Rugby klub Zagreb",NA,NA,"Croatia",NA,NA,NA,NA,NA,NA,NA,"RK_Zagreb_(rugby_union)",NA,"Ragbi_klub_Zagreb",NA,NA,"http://dbpedia.org/resource/RK_Zagreb_(rugby_union)"
"1738","Q7282829","Ragbi Klub Crvena Zvezda","rugby union team",NA,"Rugby Club Red Star; ; Рагби Клуб Црвена Звезда",NA,NA,"Serbia",NA,NA,NA,NA,NA,NA,NA,"Rugby_Club_Red_Star",NA,NA,NA,NA,"http://dbpedia.org/resource/Rugby_Club_Red_Star"
"1739","Q7282831","Ragbi Klub Partizan","rugby union team","1953-01-01","Rugby Club Partizan; ; Colors; Рагби клуб Партизан",NA,NA,"Serbia",NA,NA,NA,NA,NA,NA,NA,"Rugby_Club_Partizan",NA,"Ragbi_klub_Partizan",NA,NA,"http://dbpedia.org/resource/Rugby_Club_Partizan"
"1742","Q7290242","Ramsey R.U.F.C.","rugby union team",NA,"Ramsey Rugby Union Football Club",NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,"Ramsey_R.U.F.C.",NA,NA,NA,NA,"http://dbpedia.org/resource/Ramsey_R.U.F.C."
"1743","Q7291669","Randers RC","rugby union team",NA,"Randers Rugby Club",NA,NA,"Denmark",NA,NA,NA,NA,NA,NA,NA,"Randers_RC",NA,NA,NA,NA,"http://dbpedia.org/resource/Randers_RC"
"1745","Q7296210","Rauma Ice Pack","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rauma_Ice_Pack",NA,NA,NA,NA,"http://dbpedia.org/resource/Rauma_Ice_Pack"
"1746","Q7296486","Ravens Košice RC","rugby union team","2010-01-01","Ravens Košice Rugby Club",NA,NA,"Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://dbpedia.org/resource/Ravens_Košice_RC"
"1747","Q7296506","Ravenscourt Park Football Club","rugby union team","1865-01-01",NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,"Ravenscourt_Park_Football_Club","Ravenscourt_Park_Football_Club",NA,NA,NA,"http://dbpedia.org/resource/Ravenscourt_Park_Football_Club"
"1753","Q7313054","Renegades RFC","rugby union team","1958-01-01","Renegades Rugby Football Club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://dbpedia.org/resource/Renegades_RFC"
"1760","Q7330982","Richmond Rugby Football Club","rugby union team",NA,NA,NA,NA,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1763","Q7338588","Riverside Rugby Club","rugby union team","1976-01-01","Riverside Rugby RFC; Riverside Rugby Football Club",NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,NA,"Riverside_Rugby_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/Riverside_Rugby_Club"
"1765","Q7357250","Rodos Colossi RFC","rugby union team",NA,"Rodos Colossi Rugby Football Club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodos_Colossi_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Rodos_Colossi_RFC"
"1769","Q7368655","Roses Rugby Football Club","rugby union team","1974-01-01",NA,NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,NA,"Roses_Rugby_Football_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/Roses_Rugby_Football_Club"
"1772","Q7371856","Rowdies Rugby Football Club","rugby union team","1978-01-01",NA,NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,NA,"Rowdies_Rugby_Football_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/Rowdies_Rugby_Football_Club"
"1775","Q7374556","Royal Navy Rugby Union","rugby union team","1906-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Royal_Navy_Rugby_Union",NA,NA,NA,NA,"http://dbpedia.org/resource/Royal_Navy_Rugby_Union"
"1776","Q7378160","Rugby Club CERN","rugby union team",NA,NA,NA,NA,"Switzerland",NA,NA,NA,NA,NA,NA,NA,"Rugby_Club_CERN",NA,NA,NA,NA,"http://dbpedia.org/resource/Rugby_Club_CERN"
"1777","Q7378162","Rugby Club Pobednik","rugby union team","1996-01-01","Rugby Club Rad; Rugby club Rad; Rugby club Rad Mozzart Beograd",NA,NA,"Serbia",NA,NA,NA,NA,NA,NA,NA,"Rugby_Club_Rad",NA,"Ragbi_klub_Rad",NA,NA,"http://dbpedia.org/resource/Rugby_Club_Rad"
"1778","Q7378163","Rugby Club Stade Viennois","rugby union team",NA,"Stade RC Wien; Stade Rugby Club Wien",NA,NA,"Austria",NA,NA,NA,NA,NA,NA,NA,"Stade_RC_Wien",NA,NA,NA,NA,"http://dbpedia.org/resource/Stade_RC_Wien"
"1779","Q7378164","Rugby Clube de Oeiras","rugby union team",NA,NA,NA,NA,"Portugal",NA,NA,NA,NA,NA,NA,NA,"Rugby_Clube_de_Oeiras",NA,NA,NA,NA,"http://dbpedia.org/resource/Rugby_Clube_de_Oeiras"
"1780","Q7378233","Rugby Nova Scotia","rugby union club",NA,NA,NA,NA,"Canada",NA,NA,NA,NA,NA,NA,NA,"Rugby_Nova_Scotia","Rugby_Nova_Scotia",NA,NA,NA,NA
"1781","Q7378250","Rugby São Carlos","rugby union team",NA,"Associação Esportiva Rugby São Carlos",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"Rugby_S%C3%A3o_Carlos",NA,NA,NA,NA,"http://dbpedia.org/resource/Rugby_São_Carlos"
"1783","Q7381979","Russia national under-20 rugby union team","rugby union team",NA,NA,NA,NA,"Russia",NA,NA,NA,NA,NA,NA,NA,"Russia_national_under-20_rugby_union_team","%C3%89quipe_de_Russie_de_rugby_%C3%A0_XV_des_moins_de_20_ans",NA,"Selecci%C3%B3n_juvenil_de_rugby_de_Rusia",NA,"http://dbpedia.org/resource/Russia_national_under-20_rugby_union_team"
"1784","Q7389392","SC Sokil","rugby union team","1977-01-01","Sport Club Sokil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC_Sokil",NA,NA,NA,NA,"http://dbpedia.org/resource/SC_Sokil"
"1786","Q7395325","SZTE EHÖK SE","rugby union team","2009-01-01","SZTE EHÖK; Szegedi Tudományegyetem Egyetemi Hallgatói Önkormányzat Sport Egyesület",NA,NA,"Hungary",NA,NA,NA,NA,NA,NA,NA,"SZTE_EH%C3%96K_SE",NA,NA,NA,NA,"http://dbpedia.org/resource/SZTE_EHÖK_SE"
"1787","Q7409933","Samoa national under-20 rugby union team","rugby union team","2008-01-01",NA,NA,NA,"Samoa",NA,NA,NA,NA,NA,NA,NA,"Samoa_national_under-20_rugby_union_team","%C3%89quipe_des_Samoa_de_rugby_%C3%A0_XV_des_moins_de_20_ans",NA,"Selecci%C3%B3n_juvenil_de_rugby_de_Samoa","U-20%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%82%B5%E3%83%A2%E3%82%A2%E4%BB%A3%E8%A1%A8","http://dbpedia.org/resource/Samoa_national_under-20_rugby_union_team"
"1788","Q7414034","San Francisco Fog RFC","rugby union team","2001-01-01","San Francisco Fog Rugby Football Club",NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,NA,"San_Francisco_Fog_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/San_Francisco_Fog_RFC"
"1790","Q7419806","Santa Monica Rugby Club","rugby union club","1972-01-01",NA,NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,NA,"Santa_Monica_Rugby_Club","Santa_Monica_Rugby_Club",NA,NA,NA,"http://dbpedia.org/resource/Santa_Monica_Rugby_Club"
"1791","Q7427877","Savannah Shamrocks RFC","rugby union club",NA,"Savannah Shamrocks Rugby Club",NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,NA,"Savannah_Shamrocks_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Savannah_Shamrocks_RFC"
"1792","Q7435412","Scorpions RFC","rugby union team",NA,"Scorpions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scorpions_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Scorpions_RFC"
"1793","Q7435629","Scotland A national rugby union team","second national rugby union teams",NA,"Scotland A",NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,"Scotland_A_national_rugby_union_team","%C3%89quipe_d%27%C3%89cosse_A_de_rugby_%C3%A0_XV","Nazionale_A_di_rugby_a_15_della_Scozia","Escocia_A",NA,"http://dbpedia.org/resource/Scotland_A_national_rugby_union_team"
"1794","Q7435694","Scotland national shinty team","national rugby union team",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,"Scotland_national_shinty_team",NA,NA,"Selecci%C3%B3n_de_shinty_de_Escocia",NA,"http://dbpedia.org/resource/Scotland_national_shinty_team"
"1795","Q7435697","Scotland national under-18 rugby union team","rugby union team",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,"Scotland_national_under-18_rugby_union_team",NA,NA,NA,NA,"http://dbpedia.org/resource/Scotland_national_under-18_rugby_union_team"
"1796","Q7435699","Scotland national under-19 rugby union team","rugby union team",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,"Scotland_national_under-19_rugby_union_team",NA,NA,NA,NA,NA
"1797","Q7435701","Scotland national under-20 rugby union team","rugby union team",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,"Scotland_national_under-20_rugby_union_team","%C3%89quipe_d%27%C3%89cosse_de_rugby_%C3%A0_XV_des_moins_de_20_ans","Selezioni_giovanili_della_nazionale_di_rugby_a_15_della_Scozia","Selecci%C3%B3n_juvenil_de_rugby_de_Escocia","U-20%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%82%B9%E3%82%B3%E3%83%83%E3%83%88%E3%83%A9%E3%83%B3%E3%83%89%E4%BB%A3%E8%A1%A8","http://dbpedia.org/resource/Scotland_national_under-20_rugby_union_team"
"1798","Q7438750","Scranton Norseman Rugby","rugby union club","1985-01-01","Scranton Norsemen RFC; University of Scranton Norsemen Rugby Football Club",NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,NA,"Scranton_Norseman_Rugby",NA,NA,NA,NA,"http://dbpedia.org/resource/Scranton_Norseman_Rugby"
"1806","Q7458963","Seychelles national rugby union team","national rugby union team",NA,NA,NA,NA,"Seychelles",NA,NA,NA,NA,NA,NA,NA,"Seychelles_national_rugby_union_team",NA,NA,NA,NA,NA
"1807","Q7487669","Shamrock Warriors RFC","national rugby union team","2009-01-01",NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA,NA,"Shamrock_Warriors_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Shamrock_Warriors_RFC"
"1816","Q7535985","Skive RC","rugby union team","2009-01-01","Skive Rugby Club",NA,NA,"Denmark",NA,NA,NA,NA,NA,NA,NA,"Skive_RC",NA,NA,NA,NA,"http://dbpedia.org/resource/Skive_RC"
"1817","Q7565371","South Africa amateur national rugby union team","national rugby union team",NA,"South Africa Amateurs",NA,NA,"South Africa",NA,NA,NA,NA,NA,NA,NA,"South_Africa_amateur_national_rugby_union_team",NA,NA,"South_Africa_Amateurs",NA,"http://dbpedia.org/resource/South_Africa_amateur_national_rugby_union_team"
"1818","Q7565434","South African Barbarians","rugby union team","1960-01-01",NA,NA,NA,"South Africa",NA,NA,NA,NA,NA,NA,NA,"South_African_Barbarians",NA,NA,NA,NA,"http://dbpedia.org/resource/South_African_Barbarians"
"1819","Q7565682","South African Country Districts XV","rugby union team",NA,"South African Country Districts",NA,NA,"South Africa",NA,NA,NA,NA,NA,NA,NA,"South_African_Country_Districts_XV",NA,NA,NA,NA,"http://dbpedia.org/resource/South_African_Country_Districts_XV"
"1822","Q7568436","South Shore Anchors","rugby union team",NA,"South Shore Anchors Rugby Football Club",NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,NA,"South_Shore_Anchors",NA,NA,NA,NA,"http://dbpedia.org/resource/South_Shore_Anchors"
"1827","Q7570204","Southern Nomads R.U.F.C.","rugby union club","1982-01-01",NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,"Southern_Nomads_R.U.F.C.",NA,NA,NA,NA,NA
"1828","Q7570746","Southerners Sports Club","rugby union club","1994-01-01",NA,NA,NA,"Thailand",NA,NA,NA,NA,NA,NA,NA,"Southerners_Sports_Club",NA,NA,NA,NA,NA
"1830","Q7573864","Spartacus Rugby Club","rugby union club","1968-01-01",NA,NA,NA,"Sweden",NA,NA,NA,NA,NA,NA,NA,"Spartacus_Rugby_Club",NA,NA,NA,NA,NA
"1832","Q7580942","Springfield Celts Rugby Club","rugby union team","1975-01-01","Springfield Celts Rugby Football Club",NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,NA,"Springfield_Celts_Rugby_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/Springfield_Celts_Rugby_Club"
"1833","Q7585892","Sri Lanka Air Force Sports Club","rugby union team",NA,"Sri Lanka Air Force Sports Club (rugby union); Sri Lanka Air Force Sports Club (Rugby)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sri_Lanka_Air_Force_Sports_Club_(rugby_union)",NA,NA,NA,NA,"http://dbpedia.org/resource/Sri_Lanka_Air_Force_Sports_Club_(rugby_union)"
"1834","Q7585905","Sri Lanka Army Sports Club","rugby union team",NA,"Sri Lanka Army Sports Club (rugby union)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sri_Lanka_Army_Sports_Club_(rugby_union)",NA,NA,NA,NA,"http://dbpedia.org/resource/Sri_Lanka_Army_Sports_Club_(rugby_union)"
"1835","Q7585934","Sri Lanka Navy Sports Club","rugby union team",NA,"Sri Lanka Navy Sports Club (rugby union)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sri_Lanka_Navy_Sports_Club_(rugby_union)",NA,NA,NA,NA,"http://dbpedia.org/resource/Sri_Lanka_Navy_Sports_Club_(rugby_union)"
"1836","Q7585939","Sri Lanka Police Sports Club","rugby union team",NA,"Sri Lanka Police Sports Club (rugby union); Sri Lanka Police Sports Club (Rugby)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sri_Lanka_Police_Sports_Club_(rugby_union)",NA,NA,NA,NA,"http://dbpedia.org/resource/Sri_Lanka_Police_Sports_Club_(rugby_union)"
"1837","Q7586894","St. Andrew's Rovers FC","rugby union team","1869-01-01","St. Andrew's Rovers Football Club",NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,"St._Andrew%27s_Rovers_FC","St._Andrew%27s_Rovers_Football_Club",NA,NA,NA,"http://dbpedia.org/resource/St._Andrew's_Rovers_FC"
"1841","Q7588322","St. Helens RUFC","rugby union club",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,"St._Helens_RUFC",NA,NA,NA,NA,NA
"1847","Q7596132","Stade Lausanne Rugby Club","rugby union team","1969-01-01",NA,NA,NA,"Switzerland",NA,NA,NA,NA,NA,NA,NA,"Stade_Lausanne_Rugby_Club","Stade_Lausanne_Rugby_Club",NA,NA,NA,"http://dbpedia.org/resource/Stade_Lausanne_Rugby_Club"
"1851","Q7604787","Stavanger RK","rugby union club","1978-01-01","Stavanger Rugbyklubb; Stavanger Rugby Klubb",NA,NA,"Norway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://dbpedia.org/resource/Stavanger_RK"
"1853","Q7618009","Stockholm Exiles RFC","rugby union club","1963-01-01","Stockholm Exiles; Stockholm Exiles Rugby Football Club",NA,NA,"Sweden",NA,NA,NA,NA,NA,NA,NA,"Stockholm_Exiles","Stockholm_Exiles_Rugby_Football_Club",NA,NA,NA,"http://dbpedia.org/resource/Stockholm_Exiles"
"1855","Q7618775","Stompers RFC","rugby union club","1996-01-01","Stompers Rugby Football Club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stompers_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Stompers_RFC"
"1859","Q7622152","Strathmore University RFC","rugby union club",NA,"Strathmore Leos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Strathmore_University_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Strathmore_University_RFC"
"1861","Q7626132","StuSta München","rugby union club","1999-01-01","SV Studentenstadt Freimann; SV Studentenstadt Freimann e.V.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"StuSta_M%C3%BCnchen",NA,NA,NA,NA,"http://dbpedia.org/resource/StuSta_München"
"1870","Q7666484","Sønderborg Barbarians RK","rugby union club",NA,"Sønderborg Barbarians Rugby Klub",NA,NA,"Denmark",NA,NA,NA,NA,NA,NA,NA,"S%C3%B8nderborg_Barbarians_RK",NA,NA,NA,NA,"http://dbpedia.org/resource/Sønderborg_Barbarians_RK"
"1874","Q7676269","Taipei Baboons","rugby union team","1990-01-01","Taipei Baboons R.F.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taipei_Baboons",NA,NA,NA,NA,"http://dbpedia.org/resource/Taipei_Baboons"
"1878","Q7681685","Tampa Bay Krewe","rugby union team","1989-01-01","Tampa Bay Area Krewe; Rugby Football Club",NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,NA,"Tampa_Bay_Krewe",NA,NA,NA,NA,"http://dbpedia.org/resource/Tampa_Bay_Krewe"
"1879","Q7681768","Tampere RC","rugby union team","2001-01-01","Tampere Rugby Club",NA,NA,"Finland","Finnish Championship League",NA,NA,NA,"Tampere",NA,NA,"Tampere_RC",NA,NA,NA,NA,"http://dbpedia.org/resource/Tampere_RC"
"1885","Q7691252","Teachers RFC","rugby union team","1961-01-01","Teachers Rugby Football Club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://dbpedia.org/resource/Teachers_RFC"
"1890","Q7762102","The Saints Rugby School","rugby union team",NA,"The Saints Rugby School Zug",NA,NA,"Switzerland",NA,NA,NA,NA,NA,NA,NA,"The_Saints_Rugby_School",NA,NA,NA,NA,"http://dbpedia.org/resource/The_Saints_Rugby_School"
"1891","Q7783473","Thessaloniki Lions RFC","rugby union team","2008-01-01","Thessaloniki Lions Rugby Football Club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thessaloniki_Lions_RFC","Thessaloniki_Lions_Rugby_Club",NA,NA,NA,"http://dbpedia.org/resource/Thessaloniki_Lions_RFC"
"1897","Q7820993","Tonga national under-20 rugby union team","rugby union team",NA,NA,NA,NA,"Tonga",NA,NA,NA,NA,NA,NA,NA,"Tonga_national_under-20_rugby_union_team","%C3%89quipe_des_Tonga_de_rugby_%C3%A0_XV_des_moins_de_20_ans",NA,"Selecci%C3%B3n_juvenil_de_rugby_de_Tonga","U-20%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%88%E3%83%B3%E3%82%AC%E4%BB%A3%E8%A1%A8","http://dbpedia.org/resource/Tonga_national_under-20_rugby_union_team"
"1898","Q7821561","Tonmawr RFC","rugby union club",NA,"Tonmawr Rugby Football Club",NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,"Tonmawr_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Tonmawr_RFC"
"1901","Q7836149","Traverse Bay Blues Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Traverse_Bay_Blues_Rugby_Football_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/Traverse_Bay_Blues_Rugby_Football_Club"
"1906","Q7841371","Trident (Miami) Rugby Football Club","rugby union team","1973-01-01","Trident RFC; Trident Rugby Football Club",NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,NA,"Trident_(Miami)_Rugby_Football_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/Trident_(Miami)_Rugby_Football_Club"
"1911","Q7845133","Trojans Rugby Football Club","rugby union team",NA,NA,NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,NA,"Trojans_Rugby_Football_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/Trojans_Rugby_Football_Club"
"1920","Q7866373","USC Trojans men's rugby","rugby union team","1886-01-01","USC Trojan Men's Rugby; USC Rugby Football Club",NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,NA,"USC_Trojans_men%27s_rugby",NA,NA,NA,NA,"http://dbpedia.org/resource/USC_Trojans_men's_rugby"
"1922","Q7879955","Ulster F.C.","rugby union team","1877-01-01",NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,"Ulster_F.C.","Ulster_Football_Club",NA,"Ulster_Football_Club",NA,NA
"1925","Q7884831","Unidare RFC","rugby union team","1958-01-01","Unidare Rugby Football Club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unidare_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/Unidare_RFC"
"1926","Q7887855","United Hospitals Athletics Club","rugby union club","1867-01-01",NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,"United_Hospitals_Athletics_Club",NA,NA,NA,NA,NA
"1927","Q7887857","United Hospitals RFC","rugby union team","1869-01-01","United Hospitals Rugby Football Club",NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,"United_Hospitals_RFC",NA,NA,NA,NA,"http://dbpedia.org/resource/United_Hospitals_RFC"
"1928","Q7889118","United Rugby Club","rugby union team",NA,"United Rugby",NA,NA,"Canada",NA,NA,NA,NA,NA,NA,NA,"United_Rugby_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/United_Rugby_Club"
"1930","Q7892604","United States national wheelchair rugby team","national rugby union team",NA,NA,NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,NA,"United_States_national_wheelchair_rugby_team",NA,NA,NA,"%E8%BB%8A%E3%81%84%E3%81%99%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%82%A2%E3%83%A1%E3%83%AA%E3%82%AB%E5%90%88%E8%A1%86%E5%9B%BD%E4%BB%A3%E8%A1%A8",NA
"1933","Q7894991","University at Buffalo Rugby Football Club","rugby union club","1966-01-01",NA,NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,NA,"University_at_Buffalo_Rugby_Football_Club",NA,NA,NA,NA,NA
