"clubId","clubLabel","clubTypeLabel","inceptionMax","inceptionFormat","terminationMax","terminationFormat","nickmaneLabels","affiliationLabels","countryLabels","competitionLabels","homeVenueLabels","homeVenueCapacities","locationLabels","AllRugbyIDs","GoogleKnowlIDs"
"Q3954857","Mayotte national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q3958419","VII Rugby Torino","rugby union team","1910-01-01","1910-1-1","1950-01-01","1950-1-1",NA,"Italian Rugby Federation","Italy","Serie A",NA,NA,"Settimo Torinese",NA,"1ylhlf0m8"
"Q3963744","Società Sportiva Rugby Reggio Calabria","defunct rugby union club","1965-01-01","1965-1-1","1979-01-01","1979-1-1",NA,"Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,"1225dn7f"
"Q3964715","Q3964715","rugby union team","1962-01-01","1962-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Q3957792",NA,NA,"Sondrio",NA,"121_4rv9"
"Q3967137","Q3967137","rugby union team","1978-01-01","1978-1-1","2006-01-01","2006-1-1",NA,"Italian Rugby Federation","Italy",NA,NA,NA,"Catania",NA,"112yfvqn5"
"Q3976615","Sudamérica XV","rugby union team","1980-01-01","1980-1-1",NA,NA,NA,NA,"Uruguay; Brazil; Chile; Argentina; Colombia",NA,NA,NA,NA,NA,NA
"Q4001395","Avezzano Rugby","rugby union team","1977-01-01","1977-1-1",NA,NA,"Orsi","Italian Rugby Federation","Italy","Serie A",NA,NA,"Avezzano",NA,"1218dxz0"
"Q4001580","Unione Sportiva Primavera Rugby","rugby union club","1976-01-01","1976-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie B",NA,NA,"Rome; Morlupo",NA,"11b6gly442"
"Q4001742","U.S. Rugby Benevento","rugby union team","1966-01-01","1966-1-1",NA,NA,NA,NA,"Italy","Q3957792","Stadio Alfredo Dell’Oste","4000",NA,NA,"120j8j34"
"Q4005371","Rugby Parabiago 1948","rugby union team","1948-01-01","1948-1-1",NA,NA,"I Galletti","Italian Rugby Federation","Italy","Serie A",NA,NA,"Parabiago",NA,"120hht67"
"Q4005968","Unión Marplatense de Rugby","rugby union team","1951-01-01","1951-1-1",NA,NA,NA,"Argentine Rugby Union","Argentina",NA,NA,NA,"Mar del Plata",NA,NA
"Q4057955","Q4057955","rugby union club","2009-01-01","2009-1-1",NA,NA,NA,NA,"Russia",NA,NA,NA,NA,NA,NA
"Q4075","Lyon OU","rugby union team","1896-01-01","1896-1-1",NA,NA,NA,NA,"France","Top 14","Stade de Gerland",NA,"Lyon","lyon",NA
"Q4120756","Argentina national under-20 rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA
"Q4120775","Chile national under-20 rugby union team","rugby union team",NA,NA,NA,NA,NA,NA,"Chile",NA,NA,NA,NA,NA,NA
"Q4121056","Odder RK","rugby union team","1996-01-01","1996-1-1",NA,NA,NA,NA,"Denmark",NA,NA,NA,NA,NA,NA
"Q4121069","Hamlet RK","rugby union team","1981-01-01","1981-1-1",NA,NA,NA,NA,"Denmark",NA,NA,NA,NA,NA,NA
"Q4121070","Aalborg RK","rugby union team","1964-01-01","1964-1-1",NA,NA,NA,NA,"Denmark",NA,NA,NA,NA,NA,NA
"Q4121077","Copenhagen Wolves RFC","rugby union team","2017-01-01","2017-1-1",NA,NA,NA,NA,"Denmark",NA,NA,NA,NA,NA,NA
"Q4121080","CSR-Nanok","rugby union team",NA,NA,NA,NA,NA,NA,"Denmark",NA,NA,NA,NA,NA,NA
"Q4121084","Frederiksberg RK","rugby union team",NA,NA,NA,NA,NA,NA,"Denmark",NA,NA,NA,NA,NA,NA
"Q4121085","Lindø RSC","rugby union team","1960-01-01","1960-1-1",NA,NA,NA,NA,"Denmark",NA,NA,NA,NA,NA,NA
"Q4121087","RK Speed","rugby union team","1949-01-01","1949-1-1",NA,NA,NA,NA,"Denmark",NA,NA,NA,NA,NA,NA
"Q4121089","Hundested RK","rugby union team","1985-01-01","1985-1-1",NA,NA,NA,NA,"Denmark",NA,NA,NA,NA,NA,NA
"Q4121092","Exiles RUFC","rugby union team","1968-01-01","1968-1-1",NA,NA,NA,NA,"Denmark",NA,NA,NA,NA,NA,NA
"Q4121095","Roskilde Vikings Rugby Klub","rugby union team","2010-01-01","2010-1-1",NA,NA,NA,NA,"Denmark",NA,NA,NA,"Roskilde",NA,NA
"Q4121096","Erritsø GIF Rugby","rugby union team","1984-01-01","1984-1-1",NA,NA,NA,NA,"Denmark",NA,NA,NA,NA,NA,NA
"Q41497683","Seattle Seawolves","rugby union team","2017-01-01","2017-1-1",NA,NA,NA,NA,"United States of America",NA,NA,NA,"Tukwila",NA,"11gbldwqc8"
"Q4161830","Q4161830","rugby union club","1936-01-01","1936-1-1",NA,NA,NA,NA,"Russia",NA,NA,NA,NA,NA,"121jcj9f"
"Q4190339","Q4190339","rugby union club","2006-01-01","2006-1-1",NA,NA,NA,NA,"Russia",NA,NA,NA,NA,NA,"122k6763"
"Q42377539","Walsall RFC","rugby union club","1922-01-01","1922-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11f0_gfx26"
"Q42531020","New Orleans Gold","rugby union team","2017-01-01","2017-1-1",NA,NA,NA,NA,"United States of America",NA,"Shrine on Airline; Archbishop Shaw High School",NA,NA,NA,"11f19smtl_"
"Q425906","Canberra Vikings","rugby union club","1994-01-01","1994-1-1",NA,NA,NA,NA,"Australia",NA,"Manuka Oval",NA,NA,NA,NA
"Q4265824","RC Lokomotiv Moscow","rugby union club","1937-01-01","1937-1-1",NA,NA,NA,NA,"Russia",NA,NA,NA,NA,NA,NA
"Q427312","Greece national rugby union team","national rugby union team","2005-10-22","2005-10-22",NA,NA,NA,NA,"Greece",NA,NA,NA,NA,NA,NA
"Q42956124","Austin Gilgronis","rugby union team","2017-01-01","2017-1-1",NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,"11f2ckcwcy"
"Q43009164","rugby union club","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q4303981","Q4303981","rugby union club","1997-01-01","1997-1-1",NA,NA,NA,NA,"Russia",NA,NA,NA,NA,NA,"120ylmwf"
"Q43080384","Houston SaberCats","rugby union team","2017-01-01","2017-1-1",NA,NA,NA,NA,"United States of America","Major League Rugby","Aveva Stadium",NA,NA,NA,"11gbf8lsbc"
"Q431412","Stade Toulousain","rugby union club","1907-01-01","1907-1-1",NA,NA,"Les rouge et noir; Le Stade","French Rugby Federation","France","Top 14","Stade Ernest-Wallon","19500","Toulouse","toulouse",NA
"Q431717","Bulgaria national rugby union team","national rugby union team","1963-05-20","1963-5-20",NA,NA,NA,NA,"Bulgaria",NA,NA,NA,NA,NA,NA
"Q4368880","RC Posnania","rugby union club","1956-01-01","1956-1-1",NA,NA,NA,NA,"Poland",NA,NA,NA,NA,NA,NA
"Q4391897","Q4391897","rugby union club","2003-01-01","2003-1-1",NA,NA,NA,NA,"Russia",NA,NA,NA,NA,NA,NA
"Q4457139","Q4457139","rugby union club","2006-01-01","2006-1-1",NA,NA,NA,NA,"Ukraine",NA,NA,NA,NA,NA,"121qslxc"
"Q45319371","St Ives RFC","rugby union club","1889-01-01","1889-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"11f146kct3"
"Q4533596","Juvenia Kraków","rugby union club","1973-01-01","1973-1-1",NA,NA,NA,NA,"Poland",NA,"Juvenia Stadium",NA,NA,NA,NA
"Q455793","Amatori Catania","rugby union club","1963-01-01","1963-1-1",NA,NA,"Biancorossi","Italian Rugby Federation","Italy",NA,"Stadio Santa Maria Goretti","6000",NA,NA,NA
"Q46387","RC Massy","rugby union club","1971-06-17","1971-6-17",NA,NA,NA,NA,"France",NA,"Stade Jules Ladoumègue","6200","Massy",NA,NA
"Q4653629","ARC Iuridica","rugby union team","1956-01-01","1956-1-1",NA,NA,NA,NA,"Czech Republic",NA,NA,NA,NA,NA,NA
"Q4654064","ASA Tel Aviv Rugby Club","rugby union team","1973-01-01","1973-1-1",NA,NA,NA,"Tel Aviv Ibex RFC",NA,NA,NA,NA,NA,NA,NA
"Q4654143","ASC Saint Apollinaire-Talant RC","rugby union team","1971-01-01","1971-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Saint-Apollinaire",NA,NA
"Q4661719","Aarhus RK","rugby union team",NA,NA,NA,NA,NA,NA,"Denmark",NA,NA,NA,"Aarhus Municipality",NA,NA
"Q4666776","Aberavon Green Stars RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4666778","Aberavon Quins RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4666798","Abercarn RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4666814","Abercrave RFC","rugby union team","1894-01-01","1894-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4666842","Abercynon RFC","rugby union team","1886-01-01","1886-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4666854","Aberdare RFC","rugby union team","1890-01-01","1890-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4667001","Aberdeen University RFC","rugby union team","1871-01-01","1871-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4667008","Aberdeen Wanderers RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4667091","Abergavenny Rugby Football Club","rugby union team","1877-01-01","1877-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4667198","Abertillery RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4667222","Aberystwyth RFC","rugby union team","1947-01-01","1947-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4681250","Addison Football Club","rugby union team","1869-01-01","1869-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4694407","Agrária","rugby union team",NA,NA,NA,NA,NA,NA,"Portugal",NA,NA,NA,NA,NA,NA
"Q4708942","Alba","national rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q47266251","Q47266251","national rugby union team",NA,NA,NA,NA,NA,NA,"Kenya",NA,NA,NA,NA,NA,"11dfwypyq2"
"Q47327574","Tunisia national under-20 rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Tunisia",NA,NA,NA,NA,NA,"11f3jyd8cr"
"Q473372","Andorra national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Andorra",NA,NA,NA,NA,NA,NA
"Q4736996","Altrincham Kersal","rugby union team","1897-01-01","1897-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4743536","American Cougars","rugby union team",NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,NA,NA,NA,NA
"Q4744892","American Samoa national rugby sevens team","national rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q4745828","Amersham and Chiltern Rugby Football Club","rugby union team","1924-01-01","1924-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4747139","Amman United RFC","rugby union team","1903-01-01","1903-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4747155","Ammanford RFC","rugby union club","1887-01-01","1887-1-1",NA,NA,NA,NA,"Wales",NA,NA,NA,NA,NA,NA
"Q4748551","Ampthill Rugby Club","rugby union club","1881-01-01","1881-1-1",NA,NA,NA,NA,"United Kingdom",NA,"Dillingham Park",NA,"Ampthill",NA,NA
"Q474910","Unione Rugby Capitolina","rugby union team","1996-01-01","1996-1-1",NA,NA,NA,"Italian Rugby Federation","Italy","Serie B; Serie A",NA,NA,NA,NA,NA
"Q4767911","Annan RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4774106","Anti-Assassins","rugby union team","1950-01-01","1950-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4774838","Antigua and Barbuda national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Antigua and Barbuda",NA,NA,NA,NA,NA,NA
"Q4777344","Antrim RFC","rugby union team",NA,NA,NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q4787876","Ardee RFC","rugby union team","1980-01-01","1980-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q4788284","Ards RFC","rugby union team","1928-01-01","1928-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q479194","SC 1880 Frankfurt","rugby union club","1880-01-01","1880-1-1",NA,NA,NA,NA,"Germany","Rugby-Bundesliga",NA,NA,"Frankfurt",NA,NA
"Q4792025","Arklow RFC","rugby union team","1936-01-01","1936-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q4794237","Army Rugby Union","rugby union team","1906-01-01","1906-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4794241","Army Rugby Football Club","rugby union team","1961-01-01","1961-1-1",NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA
"Q4804630","Ashbourne RFC","rugby union team","1974-01-01","1974-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q4807743","Aspatria RUFC","rugby union team","1875-01-01","1875-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4813069","Ateneo Cultural y Deportivo Don Bosco","rugby union club","1967-01-01","1967-1-1",NA,NA,NA,NA,"Argentina",NA,NA,NA,"Bernal",NA,NA
"Q4813290","Athboy RFC","rugby union team","1978-01-01","1978-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q4813517","Athens Spartans RFC","rugby union team","1982-01-01","1982-1-1",NA,NA,NA,NA,"Greece",NA,NA,NA,NA,NA,NA
"Q4815705","Athy Rugby Club","rugby union team","1880-01-01","1880-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q4819588","Auckland rugby union team","rugby union club","1883-01-01","1883-1-1",NA,NA,NA,NA,"New Zealand",NA,NA,NA,"Auckland",NA,NA
"Q4823733","Australia national under-21 rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA
"Q4823734","Australia national wheelchair rugby team","national rugby union team",NA,NA,NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA
"Q4823737","Australia national under-20 rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA
"Q4824649","Australian Schoolboys national rugby union team","rugby union team",NA,NA,NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA
"Q4825453","Austria national under-18 rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Austria",NA,NA,NA,NA,NA,NA
"Q4829353","Avonmouth Old Boys","rugby union team","1897-01-01","1897-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4834534","BAE Warton Rugby","rugby union team","1992-01-01","1992-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4836920","BYU men's rugby","rugby union team","1962-01-01","1962-1-1",NA,NA,NA,NA,"United States of America",NA,"South Field",NA,"Provo",NA,NA
"Q4841969","Baglan RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q484649","South Korea national rugby union team","national rugby union team","1969-03-16","1969-3-16",NA,NA,NA,NA,"South Korea",NA,NA,NA,NA,NA,NA
"Q4849694","Bala RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4850210","Balbriggan RFC","rugby union team","1925-01-01","1925-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q4851719","Ballincollig RFC","rugby union team",NA,NA,NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q4854001","Banbridge RFC","rugby union team","1925-01-01","1925-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q4857007","Bannockburn RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4857344","Banwen RFC","rugby union team","1947-01-01","1947-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4860595","Bargoed RFC","rugby union team","1882-01-01","1882-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4861045","Barking Rugby Football Club","rugby union team","1930-01-01","1930-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4861546","Barnes Rugby Football Club","rugby union team","1920-01-01","1920-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4861967","Barnstaple RFC","rugby union team","1877-01-01","1877-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4864636","Barry RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4865799","Barts and The London RFC","rugby union team","1996-01-01","1996-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4867519","Basingstoke R.F.C.","rugby union club","1948-01-01","1948-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4874226","Bay of Plenty Steamers","rugby union team",NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,NA,NA,NA,NA
"Q48747180","Q48747180","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"11gbk4sq4_"
"Q4876030","Beaconsfield Rugby Club","rugby union team","1952-01-01","1952-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4878649","Beckenham Rugby Football Club","rugby union team","1894-01-01","1894-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4879013","Beddau RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q48790206","Club Universitario de Buenos Aires (rugby)","rugby union team","1918-05-11","1918-5-11",NA,NA,NA,"Unión de Rugby de Buenos Aires","Argentina",NA,NA,NA,NA,NA,"11f3gd4pzv"
"Q4879103","Bedford Athletic","rugby union team","1908-01-01","1908-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4879302","Bedlinog RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4881389","Beirut Phoenicians Rugby Club","rugby union team","1995-01-01","1995-1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q48835249","United States national under-19 rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,"11fzd1fjdw"
"Q48835514","Stade Niçois","rugby union team","2012-01-01","2012-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Nice",NA,"11g9fms0rd"
"Q48835878","Luxembourg national rugby sevens team","national rugby union team",NA,NA,NA,NA,NA,NA,"Luxembourg",NA,NA,NA,NA,NA,"11gbk2xldz"
"Q4884681","Belsize Park Football Club","rugby union team","1870-01-01","1870-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4884682","Belsize Park Rugby Football Club","rugby union club","1870-01-01","1870-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q48861120","American Raptors","rugby union team","2006-01-01","2006-1-1",NA,NA,NA,NA,"United States of America",NA,NA,NA,"Glendale",NA,"11bc6j88n0"
"Q48861132","San Diego Legion","rugby union team","2017-01-01","2017-1-1",NA,NA,NA,NA,"United States of America",NA,NA,NA,"San Diego",NA,"11gfm9vwj_"
"Q4891542","Bergen Rugbyklubb","rugby union team","1999-01-01","1999-1-1",NA,NA,NA,NA,"Norway",NA,NA,NA,NA,NA,NA
"Q4896005","Berwick RFC","rugby union team","1926-01-01","1926-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4897999","Bethesda RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4898679","Bettws RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4899222","Betws RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4899430","Beverley RUFC","rugby union team","1959-01-01","1959-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4903586","Bicester Rugby Club","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4906932","Biggleswade Rugby Club","rugby union team","1949-01-01","1949-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4911926","Billingham Rugby Union Football Club","rugby union team","1924-01-01","1924-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4915736","Birchgrove RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4916436","Birkenhead Park FC","rugby union team","1871-01-01","1871-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4916494","Birkirkara Alligators RFC","rugby union team","1990-01-01","1990-1-1",NA,NA,NA,NA,"Malta",NA,NA,NA,NA,NA,NA
"Q4916942","Birr RFC","rugby union team","1887-01-01","1887-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q4916981","Birstall RFC","rugby union team","1975-01-01","1975-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4917442","Bishop's Stortford RFC","rugby union club","1921-01-01","1921-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,"Bishop's Stortford",NA,NA
"Q4923635","Blackwood RFC","rugby union team","1889-01-01","1889-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4923805","Blaenavon RFC","rugby union team","1877-01-01","1877-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4923915","Blaina RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4925576","Blaydon RFC","rugby union team","1888-01-01","1888-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4940217","Bolton R.U.F.C","rugby union team","1872-01-01","1872-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4942697","Bonymaen RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4947842","Boston College Rugby Football Club","rugby union club","1967-01-01","1967-1-1",NA,NA,NA,NA,"United States of America",NA,NA,NA,"Boston",NA,NA
"Q4947946","Boston Ironsides RFC","rugby union team","2001-01-01","2001-1-1",NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA
"Q4948071","Boston Rugby Club","rugby union team","1927-01-01","1927-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4950293","Bournemouth Rugby Club","rugby union team","1893-01-01","1893-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4950323","Bournville RFC","rugby union club","1909-01-01","1909-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4952563","Boyne RFC","rugby union team",NA,NA,NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
"Q4954569","Bradford & Bingley RFC","rugby union team","1982-01-01","1982-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4960080","Brecon RFC","rugby union team","1879-01-01","1879-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4966529","Bridgend Athletic RFC","rugby union team","1939-01-01","1939-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4966541","Bridgend Sports RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4966914","Bridgwater & Albion","rugby union club","1875-01-01","1875-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4968805","Bristol Bisons RFC","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4969476","British Army Germany rugby union team","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q4971506","Briton Ferry RFC","rugby union team","1888-01-01","1888-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4971708","Brixham Rugby Club","rugby union club","1874-01-01","1874-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4972313","Broadstreet Rugby Club","rugby union team","1929-01-01","1929-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4973768","Bromsgrove RFC","rugby union club","1872-01-01","1872-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4975836","Broughton Park FC","rugby union team","1882-01-01","1882-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4975839","Broughton RUFC","rugby union team","1869-01-01","1869-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q4975841","Broughton Rangers","rugby union team","1877-01-01","1877-1-1","1955-01-01","1955-1-1",NA,NA,"United Kingdom",NA,"Belle Vue Stadium; Wheater's Field; The Cliff",NA,NA,NA,NA
